location,site_name,latitude,longitude,number,maxclim,maxthresh,summer_temp,max_inten,accum_inten
Kent Group,Hogan Island (North Beach),-39.21515,146.99239,2.0426666666666664,18.61501121520996,19.7864832170548,17.775167,0.7949886322021484,10.334639
Kent Group,Hogan Island (South Beach Headland),-39.21909,146.99556,2.13,18.61501121520996,19.7864832170548,17.775167,0.7949886322021484,10.334639
Kent Group,Hogan Island (South Beach),-39.21917,146.99239,2.0541666666666667,18.61501121520996,19.7864832170548,17.775167,0.7949886322021484,10.334639
Kent Group,Hogan Island (Tunnel Beach),-39.22592,146.97951,2.02,18.61501121520996,19.7864832170548,17.775167,0.7949886322021484,10.334639
Kent Group,Karatine Bay,-39.49496,147.33053999999998,3.5308333333333337,18.49588394165039,19.6730961768858,17.5198,0.5641155242919922,4.938198
Kent Group,North East Island,-39.44677,147.37743999999998,2.375,18.49588394165039,19.6730961768858,17.5198,0.5641155242919922,4.938198
Kent Group,"Squally Cove (Karatine Bay East, mid East Coast)",-39.49295,147.34215,2.3695833333333334,18.49588394165039,19.6730961768858,17.5198,0.5641155242919922,4.938198
Kent Group,Winter Cove inner South Shore,-39.47374,147.35158,2.5079166666666666,18.49588394165039,19.6730961768858,17.5198,0.5641155242919922,4.938198
Maria Island,Darlington North,-42.57658,148.06207,2.02,17.64984703063965,18.95212880411456,17.138477,1.290151596069336,34.730377
Maria Island,Fossil Cliffs,-42.57373,148.08046000000002,2.14,17.64984703063965,18.95212880411456,17.138477,1.290151596069336,34.730377
Maria Island,Fossil Cliffs (East),-42.58321,148.10759,2.448,17.64984703063965,18.95212880411456,17.138477,1.290151596069336,34.730377
Maria Island,Green Bluff,-42.72014,148.01146,2.076060606060606,17.64984703063965,18.95212880411456,17.138477,1.290151596069336,34.730377
Maria Island,Ile du Nord,-42.5623,148.06735,2.389090909090909,17.64984703063965,18.95212880411456,17.138477,1.290151596069336,34.730377
Maria Island,Magistrates Point North,-42.58268,148.0546,2.040909090909091,17.64984703063965,18.95212880411456,17.138477,1.290151596069336,34.730377
Maria Island,Magistrates Point South,-42.58626,148.0519,2.04,17.64984703063965,18.95212880411456,17.138477,1.290151596069336,34.730377
Maria Island,Okehampton Bay,-42.52398,147.96925,2.04,17.64984703063965,18.95212880411456,17.138477,1.290151596069336,34.730377
Maria Island,Painted Cliffs,-42.59211,148.05035,2.0233333333333334,17.64984703063965,18.95212880411456,17.138477,1.290151596069336,34.730377
Maria Island,Painted Cliffs South (Four Mile Reef),-42.6025,148.04628,2.0423809523809524,17.64984703063965,18.95212880411456,17.138477,1.290151596069336,34.730377
Maria Island,Point Holme Lookout,-42.55305,147.94814,2.069074074074074,17.64984703063965,18.95212880411456,17.138477,1.290151596069336,34.730377
Maria Island,Return Point,-42.62899,148.02431,2.02,17.64984703063965,18.95212880411456,17.138477,1.290151596069336,34.730377
Maria Island,Spring Beach,-42.58359,147.91566,2.02,17.64984703063965,18.95212880411456,17.138477,1.290151596069336,34.730377
